,City,Lat,Lng,Country,Max Temp,Humidity,Cloudiness,Wind Speed,Date
384,suratgarh,29.3167,73.9,IN,309.61,10,100,4,1649684819
385,coihaique,-45.5752,-72.0662,CL,283.12,71,100,1.54,1649684819
386,vila franca do campo,37.7167,-25.4333,PT,288.38,80,99,6.06,1649684820
387,havoysund,70.9963,24.6622,NO,276.28,94,100,9.53,1649684820
388,longyearbyen,78.2186,15.6401,SJ,261.06,61,20,6.69,1649684821
389,hamilton,39.1834,-84.5333,US,290.12,66,40,6.17,1649684821
390,fort-shevchenko,44.5086,50.263,KZ,286.92,67,22,0.33,1649684821
391,saint-pierre,-21.3393,55.4781,RE,299.21,72,0,10.8,1649684822
392,edmond,35.6528,-97.4781,US,288.31,48,91,2.68,1649684822
393,oksfjord,70.2396,22.3479,NO,274.25,99,100,5.36,1649684822
394,port elizabeth,-33.918,25.5701,ZA,299.32,81,0,7.72,1649684725
395,creel,27.75,-107.6333,MX,280.07,66,11,1.52,1649684823
396,acheng,45.5454,126.977,CN,278.21,69,100,4.03,1649684823
397,pinega,64.7001,43.3936,RU,278.64,84,60,4.74,1649684823
398,tigil,57.8,158.6667,RU,264.98,94,100,2.92,1649684824
399,belaya gora,68.5333,146.4167,RU,248.1,100,84,2.23,1649684824
400,ye,,,,,,,,
401,ust-ishim,57.6935,71.1665,RU,274.97,95,97,2.13,1649684825
402,bur gabo,,,,,,,,
403,seydi,39.4816,62.9137,TM,299.35,29,0,8.51,1649684825
404,gizo,-8.103,156.8419,SB,301.14,76,99,3.46,1649684826
405,bartica,6.4,-58.6167,GY,302.33,58,78,2.28,1649684826
406,kinsale,51.7075,-8.5306,IE,285.5,93,75,8.23,1649684826
407,sioux lookout,50.1001,-91.917,CA,273.19,93,100,2.06,1649684827
408,quepos,9.4236,-84.1652,CR,301.53,59,97,1.07,1649684827
409,sentyabrskiy,,,,,,,,
410,japura,-0.3167,102.35,ID,299.47,83,100,1.89,1649684827
411,veraval,20.9,70.3667,IN,301.43,70,100,4.9,1649684828
412,adrar,20.5022,-10.0711,MR,311.19,4,2,5.04,1649684828
413,gornyye klyuchi,45.25,133.5,RU,281.21,97,100,2.29,1649684829
414,nyurba,63.2842,118.3319,RU,260.15,97,83,0.59,1649684829
415,mvuma,-19.2792,30.5283,ZW,294.64,62,100,2.83,1649684829
416,brewster,41.3973,-73.6171,US,282.71,55,0,3.09,1649684726
417,camana,-16.6228,-72.7111,PE,293.86,72,52,3.73,1649684830
418,hailar,49.2,119.7,CN,273.75,41,29,2.66,1649684830
419,alexandria,31.2156,29.9553,EG,293.45,64,40,8.23,1649684756
420,chalus,36.655,51.4204,IR,292.85,68,20,3.09,1649684831
421,nemuro,43.3236,145.575,JP,276.78,96,100,3.66,1649684831
422,padang,-0.9492,100.3543,ID,299.18,85,100,0.43,1649684831
423,monster,52.0258,4.175,NL,290.34,48,100,6.69,1649684832
424,jiwani,25.05,61.7417,PK,300.95,70,0,7.44,1649684832
425,colesberg,-30.72,25.0972,ZA,289.13,63,97,5.06,1649684832
426,dongsheng,39.8161,109.9776,CN,277.65,34,100,4.34,1649684833
427,conway,35.0887,-92.4421,US,291.04,95,100,4.63,1649684701
428,barbalha,-7.3111,-39.3042,BR,300.04,83,40,0,1649684833
429,lahijan,37.2061,50.0029,IR,297.03,60,15,3.34,1649684834
430,pangai,-19.8,-174.35,TO,300.78,73,82,3.53,1649684834
431,sint michiel,,,,,,,,
432,tynda,55.1667,124.7167,RU,266.67,91,100,1.93,1649684835
433,gaoua,10.2992,-3.2508,BF,313.85,21,80,1.24,1649684835
434,chilliwack,49.1747,-121.9443,CA,280.18,42,100,6.17,1649684707
435,clyde river,70.4692,-68.5914,CA,255.28,85,100,2.57,1649684835
436,ilulissat,69.2167,-51.1,GL,270.16,54,75,2.06,1649684654
437,carupano,10.6678,-63.2585,VE,300.85,72,35,3.6,1649684836
438,taoudenni,22.6783,-3.9836,ML,309.04,3,28,1.91,1649684836
439,jaypur,18.85,82.5833,IN,304.98,32,83,2.91,1649684837
440,bulgan,48.8125,103.5347,MN,267.88,77,100,1.66,1649684837
441,puquio,-14.7,-74.1333,PE,288.24,31,8,0.6,1649684837
442,spencer,43.1414,-95.1444,US,278.57,82,0,3.09,1649684838
443,cap malheureux,-19.9842,57.6142,MU,297.85,83,12,1.79,1649684838
444,touros,-5.1989,-35.4608,BR,303.95,58,98,5.34,1649684838
445,asyut,27.181,31.1837,EG,305.25,10,46,8.63,1649684839
446,gladstone,-23.85,151.25,AU,295.11,83,40,0,1649684839
447,forbes,-33.3833,148.0167,AU,292.48,57,25,2.69,1649684839
448,bosaso,11.2842,49.1816,SO,302.19,65,0,3.65,1649684840
449,libochovice,50.4063,14.0444,CZ,287.52,43,94,1.51,1649684840
450,san quintin,30.4833,-115.95,MX,287.8,74,9,1.11,1649684841
451,xining,36.6167,101.7667,CN,279.32,29,99,3.92,1649684841
452,san javier,37.8063,-0.8374,ES,294.61,70,40,7.2,1649684841
453,alekseyevsk,57.8406,108.3492,RU,267.3,96,97,0.37,1649684842
454,lulea,65.5842,22.1547,SE,278.19,60,75,3.6,1649684842
455,basco,20.4487,121.9702,PH,299.13,83,100,7.6,1649684842
456,hambantota,6.1241,81.1185,LK,296.34,100,75,2.06,1649684843
457,formoso do araguaia,,,,,,,,
458,vao,-22.6667,167.4833,NC,297.83,81,15,6.59,1649684843
459,valparaiso,-33.0393,-71.6273,CL,289.28,67,0,1.54,1649684843
460,ishigaki,24.3448,124.1572,JP,297.22,100,75,4.12,1649684844
461,elban,50.1018,136.5094,RU,269.02,92,75,2.32,1649684844
462,petaluma,38.2324,-122.6367,US,284.42,93,100,7.2,1649684845
463,soe,-9.8607,124.284,ID,290.99,87,68,1.44,1649684845
464,lasa,46.6166,10.7002,IT,287.42,64,38,1.37,1649684845
465,bonavista,48.6499,-53.1147,CA,273.22,98,100,6.88,1649684846
466,scottsbluff,41.8666,-103.6672,US,276.64,61,0,1.79,1649684522
467,rosarito,32.3333,-117.0333,MX,288.42,69,82,4.48,1649684720
468,kargat,55.1956,80.2811,RU,271.25,90,93,2.26,1649684846
469,katangli,51.7102,143.2326,RU,270.33,92,100,9.1,1649684847
470,the valley,18.217,-63.0578,AI,300.43,100,75,3.09,1649684605
471,erenhot,43.6475,111.9767,CN,278.5,35,48,3.25,1649684847
472,kamyshin,50.0983,45.416,RU,290.16,53,60,4.75,1649684847
473,myitkyina,25.3833,97.4,MM,293.45,90,100,0.61,1649684848
474,macapa,0.0389,-51.0664,BR,302.14,74,40,3.6,1649684726
475,casablanca,33.5928,-7.6192,MA,294.34,64,75,5.14,1649684698
476,cilegon,-6.0174,106.0538,ID,299.58,84,100,2.3,1649684848
477,tamale,9.4008,-0.8393,GH,312.08,27,58,2.41,1649684849
478,tobermory,45.2501,-81.6665,CA,276.27,70,100,9.76,1649684849
479,pisco,-13.7,-76.2167,PE,293.72,77,80,4.63,1649684849
480,great yarmouth,52.6083,1.7305,GB,287.64,69,100,8.76,1649684850
481,husavik,66.0449,-17.3389,IS,273.32,88,75,1.65,1649684850
482,bati,11.1833,40.0167,ET,300.71,24,5,5.38,1649684850
483,gat,31.61,34.7642,IL,295.59,44,0,6.26,1649684851
484,caucaia,-3.7361,-38.6531,BR,297.12,100,75,0.51,1649684609
485,zaozerne,45.1582,33.2787,UA,283.45,91,100,7.2,1649684851
486,sitka,57.0531,-135.33,US,277.09,26,0,10.29,1649684852
487,kedrovyy,56.1667,91.8167,RU,271.38,90,100,1.46,1649684852
488,warrington,53.3925,-2.5802,GB,289.44,45,0,7.72,1649684852
489,pauini,-7.7136,-66.9764,BR,301.66,69,100,1.53,1649684853
490,sao francisco do sul,-26.2433,-48.6381,BR,296.1,94,75,1.03,1649684853
491,itarema,-2.9248,-39.9167,BR,301.13,80,94,3.68,1649684853
492,tiarei,-17.5333,-149.3333,PF,298.15,74,16,6.16,1649684854
493,wilmington,34.2257,-77.9447,US,293.71,58,0,3.6,1649684854
494,viedma,-40.8135,-62.9967,AR,287.59,61,100,2.35,1649684854
495,coos bay,43.3665,-124.2179,US,279.14,88,40,9.77,1649684855
496,dingle,10.9995,122.6711,PH,297.12,93,100,3.68,1649684855
497,gore,-46.1028,168.9436,NZ,283.31,98,100,2.44,1649684855
498,korem,12.5058,39.5228,ET,294.36,30,6,5.23,1649684856
499,kamaishi,39.2667,141.8833,JP,285.81,72,100,3.39,1649684856
500,deputatskiy,69.3,139.9,RU,249.71,88,78,1.98,1649684856
501,tonk,26.1667,75.7833,IN,308.96,12,96,3.81,1649684857
502,trairi,-3.2778,-39.2689,BR,301.89,73,97,2.8,1649684857
503,semey,50.4111,80.2275,KZ,282.27,37,0,8,1649684857
504,alofi,-19.0595,-169.9187,NU,296.09,94,40,0.51,1649684858
505,mingguang,32.7802,117.9638,CN,297.03,54,0,3.29,1649684858
506,san luis,-33.295,-66.3356,AR,288.71,50,6,4.82,1649684859
507,licata,37.1071,13.9461,IT,293.84,56,25,3.88,1649684859
508,pandan,14.0453,124.1694,PH,299.65,90,100,7.11,1649684859
509,colchester,51.8892,0.9042,GB,288.01,61,100,8.64,1649684825
510,picota,-6.9197,-76.3304,PE,296.42,83,98,0.27,1649684860
511,bowen,-20.0167,148.2333,AU,297.81,86,90,5.5,1649684860
512,pontes e lacerda,-15.2261,-59.3353,BR,302.23,64,8,3.62,1649684860
513,verkh-chebula,56.0308,87.6218,RU,271.62,79,96,1.3,1649684861
514,labuhan,-6.8844,112.2051,ID,300.27,74,48,1.36,1649684861
515,la rioja,42.25,-2.5,ES,289.03,32,100,7.39,1649684861
516,sobolevo,54.4299,31.8996,RU,281.35,42,96,4.86,1649684862
517,khandyga,62.6667,135.6,RU,265.59,89,99,2.17,1649684862
518,sistranda,63.7256,8.834,NO,277.13,87,100,13.58,1649684862
519,opunake,-39.4556,173.8583,NZ,288.62,83,95,5.47,1649684863
520,camacha,33.0833,-16.3333,PT,289.83,72,20,6.69,1649684863
521,bintulu,3.1667,113.0333,MY,299.38,94,20,1.54,1649684863
522,atemar,54.181,45.4091,RU,289.01,67,33,3.79,1649684864
523,thinadhoo,0.5333,72.9333,MV,302.43,67,33,5.39,1649684864
524,edmundston,47.3737,-68.3251,CA,278.57,79,75,8.23,1649684710
525,caranavi,-15.8167,-67.55,BO,296.49,78,54,1.36,1649684865
526,obo,5.3998,26.4869,CF,297.48,68,100,1.12,1649684865
527,hirara,24.8,125.2833,JP,296.49,92,11,6.14,1649684865
528,cabinda,-5.55,12.2,AO,301.23,69,75,5.14,1649684866
529,chara,56.9064,118.2631,RU,263.74,74,100,1.18,1649684866
530,saint augustine,29.8947,-81.3145,US,294.85,61,0,1.54,1649684811
531,lujan,-34.5703,-59.105,AR,291.49,87,100,0.89,1649684866
532,port-gentil,-0.7193,8.7815,GA,303.13,74,20,6.17,1649684867
533,dubrovnik,42.6481,18.0922,HR,286.95,41,0,7.72,1649684867
534,buchanan,5.8808,-10.0467,LR,302.74,68,95,3.77,1649684868
535,udachnyy,66.4167,112.4,RU,270.07,45,100,0.17,1649684868
536,miyazu,35.5333,135.1833,JP,286.53,86,68,3.55,1649684868
537,kapoeta,4.7717,33.5903,SS,303.4,44,86,2.23,1649684869
538,katy,29.7858,-95.8244,US,295.62,91,0,5.66,1649684869
539,baculin,7.4525,126.5842,PH,299.13,87,100,2.45,1649684869
540,nishihara,26.1842,127.7558,JP,295.96,88,20,4.63,1649684870
541,belomorsk,64.5232,34.7668,RU,276.95,82,68,5.86,1649684870
542,longhua,23.6137,114.1919,CN,297.84,59,0,0.92,1649684870
543,saiki,32.95,131.9,JP,290.73,94,100,4.13,1649684871
544,cairns,-16.9167,145.7667,AU,299.12,91,75,4.12,1649684871
545,smithers,54.7804,-127.1743,CA,267.33,100,75,1.03,1649684871
546,magan,39.9683,-3.931,ES,295.98,40,100,7.44,1649684872
547,stromness,58.965,-3.296,GB,280.13,83,100,9.83,1649684872
548,fairbanks,64.8378,-147.7164,US,269.16,84,0,0.45,1649684742
549,maryborough,-25.5333,152.7,AU,294.88,96,1,1.79,1649684873
550,paamiut,61.994,-49.6678,GL,273.24,68,100,3.65,1649684627
551,presidencia roque saenz pena,-26.7852,-60.4388,AR,295.47,95,100,1.78,1649684873
552,jabiru,,,,,,,,
553,taburi,,,,,,,,
554,basoko,1.2391,23.616,CD,302.9,52,87,1.14,1649684874
555,mossoro,-5.1875,-37.3442,BR,306.12,58,20,2.57,1649684874
556,falun,60.6036,15.626,SE,281.6,41,69,4.46,1649684662
557,ketchikan,55.3422,-131.6461,US,277.14,65,100,3.6,1649684706
558,palana,59.1167,159.9667,RU,261.37,94,100,4.52,1649684875
559,bartlesville,36.7473,-95.9808,US,287.36,70,100,2.57,1649684875
560,khani,41.9563,42.9566,GE,296.91,54,7,2.13,1649684875
561,kungurtug,50.5994,97.5228,RU,265.8,87,63,1.49,1649684876
562,iwanai,42.9744,140.5089,JP,284.05,73,87,3.05,1649684876
563,kathu,7.9178,98.3332,TH,304.09,85,77,3.53,1649684876
564,oktyabrskiy,54.4815,53.471,RU,281.17,95,10,2.1,1649684877
565,sao jose da coroa grande,-8.8978,-35.1478,BR,301.29,65,96,1.85,1649684877
566,santa isabel,-23.3156,-46.2214,BR,295.99,66,44,2.22,1649684877
567,oranjestad,12.524,-70.027,AW,301.12,74,20,9.77,1649684706
568,shelburne,44.0787,-80.2041,CA,275.4,76,100,7.28,1649684704
569,vestmannaeyjar,63.4427,-20.2734,IS,279.7,61,75,11.83,1649684878
570,mubende,0.5606,31.39,UG,295.28,71,71,0.08,1649684878
571,barcelos,41.5388,-8.6151,PT,289.23,85,95,6.66,1649684800
572,asuncion,-25.3007,-57.6359,PY,299.84,74,20,5.14,1649684741
573,waterboro,43.5356,-70.7151,US,283.57,53,0,4.12,1649684879
574,ambagarh chauki,20.7833,80.7167,IN,306.25,19,53,3.68,1649684879
575,mount gambier,-37.8333,140.7667,AU,282.1,76,75,2.06,1649684811
576,tuatapere,-46.1333,167.6833,NZ,283.78,92,100,2.78,1649684880
577,cockburn town,21.4612,-71.1419,TC,297.79,81,20,8.07,1649684880
578,lotofaga,-13.9764,-171.8578,WS,297.03,74,24,3.23,1649684880
579,abonnema,4.7084,6.7931,NG,306.16,51,74,4.16,1649684881
580,tirano,46.2154,10.1679,IT,289.92,51,100,2.02,1649684881
581,yulara,-25.2406,130.9889,AU,294.06,28,24,2.06,1649684882
582,ituni,,,,,,,,
583,la ronge,55.1001,-105.2842,CA,262.29,79,100,6.17,1649684882
584,kurilsk,45.2333,147.8833,RU,274.3,95,100,3.53,1649684882
585,den helder,52.9599,4.7593,NL,288.72,49,40,9.39,1649684883
586,pyaozerskiy,65.8333,31.1667,RU,274.56,85,52,6.11,1649684883
587,derzhavinsk,51.1,66.3167,KZ,284.65,40,100,7.97,1649684884
588,klaksvik,62.2266,-6.589,FO,277.66,71,100,9.98,1649684884
589,qui nhon,13.7667,109.2333,VN,296.99,90,71,1.4,1649684884
590,pasighat,28.0667,95.3333,IN,293.27,90,15,1.28,1649684885
591,itupiranga,-5.1347,-49.3267,BR,301.33,74,93,1.09,1649684885
592,harper,4.375,-7.7169,LR,302.92,69,73,3.73,1649684885
593,laje,-10.1833,-40.9667,BR,304.58,42,2,2.38,1649684886
594,poso,-1.3959,120.7524,ID,298.55,86,93,2.1,1649684886
595,nevyansk,57.4953,60.2112,RU,279.31,86,35,3.4,1649684886
596,taltal,-25.4,-70.4833,CL,291.43,64,0,2.05,1649684887
597,lesosibirsk,58.2358,92.4828,RU,269.57,84,100,2.82,1649684887
598,agva,,,,,,,,
599,nikolayevskaya,47.6139,41.5023,RU,295.16,36,8,6.83,1649684888
600,alakurtti,66.9672,30.3491,RU,274.87,80,96,4.46,1649684888
601,scarborough,54.2797,-0.4044,GB,285.18,66,100,6.71,1649684888
602,dauriya,49.9333,116.8667,RU,273.52,60,3,2.23,1649684889
603,santo tomas,14.1079,121.1414,PH,301.29,87,100,1.25,1649684889
604,boa vista,2.8197,-60.6733,BR,301.14,65,40,8.75,1649684863
605,narsaq,60.9167,-46.05,GL,278.27,38,36,2.21,1649684889
606,meulaboh,4.1363,96.1285,ID,298.02,89,95,3.71,1649684890
607,buta,2.7858,24.73,CD,296.8,76,100,0.47,1649684890
608,souillac,-20.5167,57.5167,MU,297.36,94,75,5.66,1649684891
609,chernyshevskiy,63.0128,112.4714,RU,267.25,93,100,1.2,1649684891
610,hami,42.8,93.45,CN,288.17,11,62,4.95,1649684891
611,brownsville,25.9018,-97.4975,US,297.58,86,100,6.69,1649684892
612,batemans bay,-35.7167,150.1833,AU,288.76,92,100,3.86,1649684892
613,toyooka,35.5333,134.8333,JP,286.78,90,47,3.21,1649684892
614,mega,4.05,38.3,ET,294.56,58,78,6.42,1649684893
615,ewa beach,21.3156,-158.0072,US,296.53,77,0,3.6,1649684893
616,plettenberg bay,-34.0527,23.3716,ZA,295.58,65,10,5.99,1649684893
617,trinidad,-14.8333,-64.9,BO,301.14,78,20,5.14,1649684894
618,dubai,25.2582,55.3047,AE,306.29,31,0,4.12,1649684705
619,porto novo,6.4965,2.6036,BJ,305.05,53,90,4.96,1649684894
620,rhyl,53.3196,-3.4886,GB,288.89,53,100,9.47,1649684895
621,huejucar,22.35,-103.2167,MX,288.1,61,0,1.6,1649684895
622,tabou,4.423,-7.3528,CI,302.79,69,50,4.29,1649684895
623,tessalit,20.1986,1.0114,ML,312.13,4,0,6.28,1649684896
624,astara,38.5,48.6667,AZ,300.14,60,29,0.25,1649684896
625,shadegan,30.6497,48.6647,IR,309.12,5,0,2.81,1649684897
626,ust-tsilma,65.441,52.1498,RU,275.24,100,100,2,1649684897
627,galle,6.0367,80.217,LK,301.09,78,100,3.95,1649684898
628,axim,4.8699,-2.2405,GH,303.73,64,82,4.3,1649684898
